No.,Rejected,Passed,Passed and Better value
0,,,10477.13
1,,10910.18,
2,11654.38,,
3,,,10316.08
4,11997.14,,
5,,10722.23,
6,,10330.33,
7,,,8754.80
8,,,8151.66
9,7454.50,,
10,,9714.98,
11,,9027.34,
12,7755.74,,
13,11831.95,,
14,6742.50,,
15,7890.92,,
16,,11007.03,
17,,10513.12,
18,,9927.86,
19,8874.91,,
20,,10519.54,
21,8033.71,,
22,8041.40,,
23,7120.04,,
24,6779.66,,
25,7804.76,,
26,,10815.16,
27,5870.14,,
28,,7556.79,
29,6152.91,,
30,,10374.40,
31,6137.42,,
32,,8209.47,
33,,7819.34,
34,7467.11,,
35,7259.45,,
36,10842.48,,
37,7129.60,,
38,7409.25,,
39,5581.37,,
40,,8143.57,
41,6968.33,,
42,7551.38,,
43,6653.11,,
44,,8329.24,
45,7072.79,,
46,7019.28,,
47,6286.53,,
48,8642.73,,
49,,7785.15,
50,7664.59,,
51,6986.93,,
52,,,7078.46
53,,7401.28,
54,,8124.27,
55,6409.86,,
56,7280.72,,
57,,8078.76,
58,6365.20,,
59,,7570.20,
60,6461.39,,
61,,7658.57,
62,6760.95,,
63,7817.58,,
64,,7442.69,
65,,8091.01,
66,8607.73,,
67,,8917.17,
68,7591.02,,
69,6845.31,,
70,7867.46,,
71,,7390.20,
72,,7733.75,
73,8283.42,,
74,,7090.68,
75,7324.55,,
76,,7422.38,
77,7640.80,,
78,7840.15,,
79,7138.14,,
80,7586.88,,
81,7257.42,,
82,8097.46,,
83,6187.93,,
84,8284.86,,
85,7057.51,,
86,7498.30,,
87,,7760.05,
88,,7974.75,
89,6667.23,,
90,7062.08,,
91,7122.33,,
92,7610.81,,
93,,9107.55,
94,,,6646.17
95,7246.10,,
96,,6842.42,
97,,7510.32,
98,7125.27,,
99,6315.53,,
100,6342.17,,
101,8300.40,,
102,6416.12,,
103,7085.81,,
104,,7610.64,
105,,6880.30,
106,6987.85,,
107,6227.85,,
108,,6995.54,
109,,7430.25,
110,,6967.00,
111,6412.67,,
112,6647.53,,
113,,7040.71,
114,,,6479.23
115,,,6395.00
116,,6809.15,
117,6315.29,,
118,,6782.78,
119,,7087.63,
120,5975.56,,
121,6866.49,,
122,,8273.75,
123,,6872.95,
124,5569.75,,
125,6294.20,,
126,,6497.20,
127,,6335.86,
128,,6780.43,
129,5974.96,,
130,,6160.39,
131,5738.42,,
132,5889.29,,
133,6639.68,,
134,5247.75,,
135,6255.43,,
136,,7026.92,
137,,6676.47,
138,7153.41,,
139,6785.22,,
140,6179.40,,
141,5469.57,,
142,6119.64,,
143,,,6084.97
144,,6662.52,
145,,7406.55,
146,,6740.21,
147,6289.52,,
148,6288.24,,
149,,6145.61,
150,6177.50,,
151,,6654.87,
152,6227.46,,
153,,7053.52,
154,7113.37,,
155,6997.22,,
156,5677.53,,
157,5726.10,,
158,6464.92,,
159,,,5743.71
160,,6014.19,
161,,7749.08,
162,,6455.63,
163,,6108.74,
164,5259.59,,
165,,7658.25,
166,,6605.72,
167,6099.26,,
168,5902.46,,
169,6063.73,,
170,,7240.07,
171,5452.45,,
172,6514.07,,
173,5778.49,,
174,,7171.99,
175,5596.35,,
176,6605.36,,
177,6065.96,,
178,,6118.91,
179,5795.47,,
180,6038.26,,
181,5301.67,,
182,,,5647.36
183,6098.47,,
184,6213.94,,
185,5475.85,,
186,,6108.88,
187,6052.97,,
188,,5986.96,
189,5672.27,,
190,7074.46,,
191,5906.19,,
192,,6412.01,
193,7073.91,,
194,6491.78,,
195,5913.04,,
196,,6776.63,
197,6393.69,,
198,6484.19,,
199,6543.58,,
200,,7849.13,
201,5983.17,,
202,,6356.57,
203,,6341.09,
204,6470.74,,
205,6665.67,,
206,5040.51,,
207,6236.09,,
208,,6534.66,
209,6711.72,,
210,,6333.11,
211,7051.27,,
212,5728.87,,
213,5882.71,,
214,5919.67,,
215,,5847.27,
216,,6450.14,
217,,6408.75,
218,,8140.64,
219,4898.99,,
220,5284.71,,
221,5591.53,,
222,6788.72,,
223,5792.68,,
224,,7098.15,
225,,6372.56,
226,5296.08,,
227,5933.65,,
228,,7530.31,
229,6402.06,,
230,5188.04,,
231,5727.05,,
232,,6920.04,
233,,6043.35,
234,,7151.22,
235,,7389.10,
236,,6332.40,
237,5203.83,,
238,,6863.80,
239,,5998.81,
240,5915.88,,
241,,7091.20,
242,,6079.36,
243,,6744.39,
244,5128.81,,
245,5811.40,,
246,,6357.75,
247,,6905.53,
248,,7192.92,
249,5373.08,,
250,5961.37,,
251,,5865.16,
252,6014.56,,
253,,8044.15,
254,6844.64,,
255,,6941.64,
256,,7086.37,
257,5462.56,,
258,,7065.72,
259,,5840.03,
260,6607.92,,
261,5385.16,,
262,,7220.53,
263,5894.56,,
264,,6507.08,
265,5663.47,,
266,5301.76,,
267,5794.10,,
268,,7095.78,
269,,7858.10,
270,,6158.26,
271,,5745.20,
272,5210.43,,
273,5794.10,,
274,6332.79,,
275,,7463.97,
276,,7802.04,
277,,5853.45,
278,,6040.40,
279,,7323.59,
280,,7643.09,
281,5786.52,,
282,5902.61,,
283,5429.35,,
284,6482.11,,
285,,6341.17,
286,,5970.38,
287,5175.72,,
288,5311.48,,
289,6467.79,,
290,,7582.51,
291,5976.06,,
292,,6385.12,
293,5443.68,,
294,7134.94,,
295,5099.90,,
296,7591.02,,
297,,5743.71,
298,,6097.99,
299,,7045.20,
300,,6614.03,
301,5725.16,,
302,,6140.96,
303,6773.32,,
304,,7771.68,
305,5433.89,,
306,6222.94,,
307,,8180.08,
308,5509.31,,
309,,6365.41,
310,6910.74,,
311,5471.41,,
312,6954.57,,
313,,6208.25,
314,6404.72,,
315,5521.16,,
316,4844.49,,
317,6106.67,,
318,5333.04,,
319,5172.64,,
320,5594.61,,
321,5881.05,,
322,,7462.55,
